item_id,brand,brand_type,category
45432,1207,Established,3
45433,412,Established,7
45434,1202,Established,7
45435,923,Established,3
45436,1124,Established,7
45437,1065,Established,7
45438,302,Established,3
45439,675,Established,3
45440,1954,Established,7
45441,1142,Established,11
45442,1540,Established,12
45443,825,Established,12
45444,666,Established,3
45445,1146,Established,12
45446,908,Established,7
45447,714,Established,7
45448,1262,Established,12
45449,602,Established,4
45450,1262,Established,12
45451,763,Established,12
45452,1684,Established,12
45453,552,Established,12
45454,1149,Established,12
45455,593,Established,12
45456,1332,Established,7
45457,1631,Established,7
45458,680,Established,12
45459,951,Established,12
45460,714,Established,7
45461,967,Established,7
45462,704,Established,12
45463,1149,Established,12
45464,1684,Established,12
45465,686,Established,12
45466,1088,Established,7
45467,796,Established,12
45468,1262,Established,12
45469,877,Established,7
45470,1274,Established,12
45471,1088,Established,7
45472,158,Established,12
45473,877,Established,7
45474,785,Established,12
45475,1308,Established,13
45476,1101,Established,7
45477,873,Established,12
45478,1262,Established,12
45479,686,Established,12
45480,1274,Established,12
45481,584,Established,7
45482,1066,Established,10
45483,1088,Established,7
45484,1120,Established,12
45485,1087,Established,12
45486,1981,Established,12
45487,1274,Established,12
45488,1065,Established,7
45489,1075,Established,7
45490,686,Established,7
45491,1092,Established,12
45492,1403,Established,12
45493,714,Established,7
45494,686,Established,12
45495,1128,Established,12
45496,2086,Established,12
45497,1509,Established,12
45498,1124,Established,7
45499,2004,Established,10
45500,1849,Established,3
45501,686,Established,12
45502,1088,Established,7
45503,704,Established,12
45504,704,Established,12
45505,259,Established,2
45506,1262,Established,12
45507,810,Established,7
45508,874,Established,3
45509,960,Established,12
45510,1143,Established,7
45511,686,Established,12
45512,602,Established,9
45513,1115,Established,13
45514,708,Established,10
45515,1142,Established,11
45516,1088,Established,7
45517,1485,Established,12
45518,1041,Established,12
45519,686,Established,12
45520,487,Established,7
45521,1138,Established,3
45522,1101,Established,7
45523,997,Established,7
45524,369,Established,7
45525,704,Established,12
45526,1198,Established,13
45527,1088,Established,7
45528,1143,Established,7
45529,1475,Established,10
45530,1950,Established,2
45531,971,Established,7
45532,1045,Established,7
45533,1349,Established,12
45534,1088,Established,7
45535,1262,Established,12
45536,1262,Established,12
45537,2086,Established,12
45538,686,Established,12
45539,1088,Established,7
45540,2025,Established,7
45541,142,Established,10
45542,1088,Established,7
45543,1274,Established,12
45544,1262,Established,12
45545,1100,Established,7
45546,855,Established,12
45547,877,Established,7
45548,908,Established,7
45549,1337,Established,7
45550,1677,Established,7
45551,967,Established,7
45552,1470,Established,17
45553,796,Established,12
45554,2159,Established,10
45555,1977,Established,7
45556,686,Established,12
45557,1742,Established,12
45558,213,Established,7
45559,1949,Established,12
45560,621,Established,12
45561,1120,Established,12
45562,908,Established,7
45563,1966,Established,3
45564,1470,Established,17
45565,1176,Established,12
45566,1207,Established,3
45567,686,Established,12
45568,1714,Established,7
45569,1340,Established,7
45570,1025,Established,12
45571,1088,Established,7
45572,1363,Established,3
45573,1262,Established,12
45574,908,Established,7
45575,975,Established,7
45576,1788,Established,12
45577,1294,Established,9
45578,1088,Established,7
45579,1470,Established,17
45580,1636,Established,7
45581,1918,Established,7
45582,1041,Established,12
45583,1883,Established,12
45584,1243,Established,7
45585,1463,Established,7
45586,848,Established,12
45587,1479,Established,7
45588,1143,Established,7
45589,1658,Established,7
45590,1773,Established,12
45591,1677,Established,7
45592,524,Established,7
45593,1274,Established,12
45594,1138,Established,3
45595,1636,Established,7
45596,771,Established,7
45597,2086,Established,12
45598,1115,Established,7
45599,1422,Established,12
45600,1088,Established,7
45601,1344,Established,12
45602,1144,Established,12
45603,1422,Established,12
45604,1075,Established,7
45605,1235,Established,7
45606,1561,Established,12
45607,1842,Established,7
45608,1075,Established,7
45609,1274,Established,12
45610,1066,Established,10
45611,1066,Established,10
45612,1403,Established,12
45613,1883,Established,12
45614,1115,Established,7
45615,997,Established,7
45616,1465,Established,3
45617,1025,Established,7
45618,644,Established,12
45619,2024,Established,7
45620,673,Established,12
45621,1145,Established,7
45622,1384,Established,12
45623,1612,Established,7
45624,1149,Established,12
45625,989,Established,11
45626,1265,Established,12
45627,1274,Established,12
45628,1842,Established,7
45629,2191,Established,7
45630,1088,Established,7
45631,1465,Established,3
45632,1564,Established,7
45633,1562,Established,7
45634,946,Established,7
45635,686,Established,7
45636,1045,Established,11
45637,1308,Established,13
45638,938,Established,12
45639,1265,Established,12
45640,1465,Established,3
45641,1075,Established,7
45642,1363,Established,3
45643,1966,Established,3
45644,1595,Established,7
45645,1470,Established,17
45646,1344,Established,12
45647,1138,Established,3
45648,866,Established,17
45649,1897,Established,7
45650,1262,Established,12
45651,1344,Established,12
45652,1274,Established,12
45653,1496,Established,12
45654,1463,Established,7
45655,1179,Established,8
45656,960,Established,12
45657,1470,Established,17
45658,1101,Established,12
45659,1142,Established,11
45660,1684,Established,12
45661,1319,Established,12
45662,982,Established,16
45663,1684,Established,12
45664,1463,Established,7
45665,1842,Established,7
45666,2086,Established,12
45667,1403,Established,12
45668,1403,Established,12
45669,1147,Established,3
45670,1677,Established,7
45671,1208,Established,12
45672,1363,Established,3
45673,1507,Established,12
45674,4375,Established,12
45675,1149,Established,12
45676,1470,Established,17
45677,1650,Established,12
45678,1463,Established,7
45679,2134,Established,12
45680,848,Established,12
45681,771,Established,12
45682,2253,Established,7
45683,788,Established,12
45684,1650,Established,12
45685,1569,Established,7
45686,1403,Established,12
45687,1274,Established,12
45688,1617,Established,12
45689,1363,Established,3
45690,1831,Established,11
45691,487,Established,7
45692,686,Established,7
45693,1229,Established,7
45694,1756,Established,12
45695,1497,Established,3
45696,1408,Established,12
45697,1684,Established,12
45698,783,Established,12
45699,1981,Established,12
45700,1707,Established,7
45701,2372,Established,1
45702,1207,Established,3
45703,1996,Established,7
45704,1470,Established,17
45705,4369,Established,12
45706,1582,Established,12
45707,1536,Established,12
45708,1308,Established,13
45709,1945,Established,12
45710,796,Established,12
45711,1147,Established,3
45712,1101,Established,12
45713,1101,Established,12
45714,1626,Established,12
45715,1403,Established,12
45716,2159,Established,10
45717,2129,Established,7
45718,1411,Established,12
45719,1403,Established,12
45720,1235,Established,7
45721,2025,Established,7
45722,2086,Established,12
45723,1762,Established,12
45724,1470,Established,17
45725,1771,Established,7
45726,2134,Established,12
45727,2086,Established,12
45728,2100,Established,12
45729,1262,Established,12
45730,1344,Established,12
45731,1677,Established,7
45732,1263,Established,7
45733,1470,Established,17
45734,1463,Established,7
45735,1582,Established,12
45736,1849,Established,3
45737,1034,Established,12
45738,4375,Established,12
45739,1088,Established,7
45740,1707,Established,7
45741,1124,Established,7
45742,1274,Established,12
45743,1245,Established,9
45744,1608,Established,12
45745,2122,Established,1
45746,1672,Established,12
45747,1981,Established,12
45748,2086,Established,12
45749,1965,Established,12
45750,1941,Established,12
45751,1262,Established,12
45752,2060,Established,7
45753,1734,Established,12
45754,2004,Established,10
45755,1684,Established,12
45756,1677,Established,7
45757,1950,Established,2
45758,2134,Established,12
45759,1262,Established,12
45760,1262,Established,12
45761,1124,Established,7
45762,1422,Established,12
45763,1066,Established,10
45764,1497,Established,3
45765,1906,Established,12
45766,1756,Established,12
45767,1788,Established,12
45768,2131,Established,7
45769,1253,Established,7
45770,1470,Established,17
45771,2288,Established,12
45772,2035,Established,12
45773,1457,Established,12
45774,1981,Established,12
45775,1675,Established,12
45776,1828,Established,10
45777,1470,Established,17
45778,1685,Established,12
45779,1337,Established,7
45780,1878,Established,12
45781,770,Established,12
45782,1207,Established,3
45783,2043,Established,12
45784,1965,Established,12
45785,1308,Established,13
45786,2288,Established,12
45787,1842,Established,7
45788,1390,Established,12
45789,1262,Established,12
45790,1772,Established,12
45791,1101,Established,12
45792,673,Established,12
45793,4557,Established,2
45794,951,Established,12
45795,1262,Established,12
45796,1105,Established,7
45797,4412,Established,12
45798,2060,Established,7
45799,1246,Established,7
45800,1262,Established,12
45801,1771,Established,7
45802,1262,Established,12
45803,1262,Established,12
45804,1705,Established,12
45805,1411,Established,12
45806,2265,Established,7
45807,997,Established,7
45808,4302,Established,12
45809,1684,Established,12
45810,1147,Established,3
45811,960,Established,12
45812,2066,Established,12
45813,1479,Established,7
45814,1262,Established,12
45815,2164,Established,7
45816,2122,Established,1
45817,1982,Established,7
45818,1941,Established,12
45819,2470,Established,17
45820,1421,Established,12
45821,1262,Established,12
45822,2134,Established,12
45823,1650,Established,12
45824,1138,Established,3
45825,4689,Established,10
45826,56,Local,7
45827,1935,Established,2
45828,1262,Established,12
45829,1497,Established,3
45830,2025,Established,7
45831,2025,Established,7
45832,2409,Established,3
45833,2240,Established,7
45834,1897,Established,7
45835,1463,Established,7
45836,1707,Established,7
45837,1705,Established,12
45838,2474,Established,12
45839,1030,Established,7
45840,2149,Established,7
45841,1540,Established,12
45842,1906,Established,12
45843,2311,Established,7
45844,1013,Established,7
45845,1942,Established,7
45846,1384,Established,12
45847,1608,Established,12
45848,1101,Established,7
45849,1898,Established,11
45850,1564,Established,7
45851,1202,Established,7
45852,1672,Established,12
45853,1479,Established,7
45854,2025,Established,7
45855,2311,Established,7
45856,1262,Established,12
45857,2289,Established,7
45858,1788,Established,12
45859,4467,Established,12
45860,1443,Established,12
45861,1871,Established,12
45862,2088,Established,12
45863,5350,Established,7
45864,1563,Established,3
45865,1981,Established,12
45866,1124,Established,7
45867,2088,Established,12
45868,172,Established,7
45869,2086,Established,12
45870,1720,Established,12
45871,1996,Established,7
45872,2134,Established,12
45873,1981,Established,12
45874,1262,Established,12
45875,1262,Established,12
45876,1176,Established,12
45877,1411,Established,12
45878,3428,Established,13
45879,2149,Established,7
45880,1981,Established,12
45881,1470,Established,17
45882,819,Established,7
45883,2461,Established,4
45884,2455,Established,12
45885,2032,Established,7
45886,4368,Established,12
45887,1470,Established,17
45888,1705,Established,12
45889,1849,Established,3
45890,1823,Established,3
45891,1941,Established,12
45892,4396,Established,12
45893,1771,Established,7
45894,1927,Established,7
45895,296,Established,2
45896,2245,Established,12
45897,2320,Established,7
45898,2162,Established,7
45899,2209,Established,7
45900,4295,Established,7
45901,4716,Established,7
45902,4700,Established,10
45903,2024,Established,7
45904,4302,Established,12
45905,1965,Established,12
45906,771,Established,12
45907,2086,Established,12
45908,4408,Established,12
45909,1470,Established,17
45910,4353,Established,12
45911,4144,Established,8
45912,1707,Established,7
45913,1672,Established,12
45914,1088,Established,7
45915,3092,Established,8
45916,1950,Established,2
45917,1262,Established,12
45918,1950,Established,2
45919,4408,Established,12
45920,4376,Established,12
45921,1501,Established,12
45922,4807,Established,12
45923,2025,Established,7
45924,2021,Established,13
45925,1100,Established,2
45926,1941,Established,12
45927,2412,Established,12
45928,686,Established,12
45929,1927,Established,7
45930,2086,Established,12
45931,1835,Established,12
45932,1679,Established,12
45933,5049,Established,7
45934,1945,Established,12
45935,4377,Established,12
45936,2240,Established,1
45937,56,Local,7
45938,4700,Established,10
45939,4325,Established,12
45940,2240,Established,7
45941,1976,Established,2
45942,2165,Established,7
45943,2231,Established,3
45944,2164,Established,1
45945,4326,Established,12
45946,5350,Established,7
45947,1950,Established,2
45948,1672,Established,12
45949,673,Established,12
45950,4302,Established,12
45951,1965,Established,12
45952,4541,Established,3
45953,2054,Established,10
45954,4700,Established,10
45955,2025,Established,7
45956,2159,Established,10
45957,4302,Established,12
45958,4890,Established,12
45959,2082,Established,12
45960,1849,Established,3
45961,1470,Established,17
45962,2379,Established,7
45963,2412,Established,12
45964,4377,Established,12
45965,4700,Established,11
45966,4375,Established,12
45967,1835,Established,12
45968,4375,Established,12
45969,1262,Established,12
45970,1262,Established,12
45971,2032,Established,7
45972,2376,Established,1
45973,4700,Established,10
45974,4748,Established,7
45975,4700,Established,11
45976,2265,Established,7
45977,4065,Established,8
45978,2289,Established,7
45979,4396,Established,12
45980,4700,Established,11
45981,4297,Established,12
45982,56,Local,7
45983,2164,Established,7
45984,3648,Established,13
45985,4890,Established,12
45986,1075,Established,7
45987,5380,Established,7
45988,1066,Established,10
45989,4700,Established,10
45990,2400,Established,12
45991,4890,Established,12
45992,4409,Established,12
45993,4700,Established,10
45994,4700,Established,11
45995,4412,Established,12
45996,2408,Established,13
45997,2430,Established,2
45998,1981,Established,12
45999,2093,Established,12
46000,4700,Established,11
46001,4412,Established,12
46002,5188,Established,7
46003,2122,Established,7
46004,4890,Established,12
46005,2399,Established,7
46006,5357,Established,12
46007,4700,Established,11
46008,2086,Established,12
46009,3671,Established,8
46010,56,Local,7
46011,1945,Established,12
46012,1262,Established,12
46013,5252,Established,10
46014,4890,Established,12
46015,4700,Established,11
46016,56,Local,7
46017,4700,Established,11
46018,4700,Established,11
46019,1262,Established,12
46020,4660,Established,7
46021,2180,Established,12
46022,1262,Established,12
46023,4376,Established,12
46024,5174,Established,12
46025,1569,Established,7
46026,1262,Established,12
46027,1262,Established,12
46028,4700,Established,10
46029,1262,Established,12
46030,1262,Established,12
46031,1124,Established,7
46032,1262,Established,12
46033,4377,Established,12
46034,1262,Established,12
46035,4301,Established,12
46036,4700,Established,16
46037,2344,Established,7
46038,1965,Established,12
46039,1262,Established,12
46040,4478,Established,7
46041,4143,Established,8
46042,2125,Established,4
46043,4700,Established,10
46044,1262,Established,12
46045,4700,Established,11
46046,4700,Established,11
46047,3728,Established,13
46048,619,Established,12
46049,1262,Established,12
46050,997,Established,7
46051,3417,Established,9
46052,4353,Established,12
46053,4375,Established,12
46054,4535,Established,3
46055,4375,Established,12
46056,4302,Established,12
46057,4700,Established,11
46058,2240,Established,1
46059,2169,Established,7
46060,4375,Established,12
46061,4700,Established,11
46062,4890,Established,12
46063,2574,Established,8
46064,4700,Established,11
46065,1262,Established,12
46066,4700,Established,10
46067,1262,Established,12
46068,4350,Established,12
46069,4681,Established,3
46070,4700,Established,10
46071,4729,Established,2
46072,4700,Established,11
46073,1762,Established,12
46074,4763,Established,2
46075,1262,Established,12
46076,1262,Established,12
46077,4700,Established,11
46078,56,Local,12
46079,1262,Established,12
46080,3100,Established,8
46081,2379,Established,7
46082,1262,Established,12
46083,4514,Established,3
46084,4700,Established,11
46085,3757,Established,8
46086,4302,Established,12
46087,4700,Established,11
46088,2827,Established,4
46089,4378,Established,12
46090,5184,Established,12
46091,4375,Established,12
46092,450,Established,12
46093,2412,Established,12
46094,1124,Established,7
46095,4700,Established,11
46096,4890,Established,12
46097,3455,Established,13
46098,4700,Established,11
46099,4528,Established,7
46100,1262,Established,12
46101,5309,Established,7
46102,4700,Established,11
46103,1262,Established,12
46104,1262,Established,12
46105,1262,Established,12
46106,4146,Established,8
46107,2025,Established,7
46108,1069,Established,12
46109,1262,Established,12
46110,56,Local,7
46111,56,Local,13
46112,1262,Established,12
46113,4700,Established,10
46114,4700,Established,11
46115,1262,Established,12
46116,4890,Established,12
46117,2164,Established,7
46118,1262,Established,12
46119,1262,Established,12
46120,1262,Established,12
46121,1262,Established,12
46122,2113,Established,7
46123,4146,Established,8
46124,4412,Established,12
46125,1262,Established,12
46126,4700,Established,10
46127,4700,Established,11
46128,1262,Established,12
46129,4700,Established,11
46130,2399,Established,7
46131,4626,Established,7
46132,4700,Established,3
46133,4377,Established,12
46134,4388,Established,12
46135,4369,Established,12
46136,4535,Established,3
46137,4188,Established,8
46138,4700,Established,11
46139,4347,Established,12
46140,295,Established,12
46141,4890,Established,12
46142,4797,Established,7
46143,4011,Established,8
46144,5357,Established,12
46145,1262,Established,12
46146,4700,Established,16
46147,1262,Established,12
46148,1262,Established,12
46149,1898,Established,11
46150,1262,Established,12
46151,56,Local,7
46152,1262,Established,12
46153,1262,Established,12
46154,56,Local,7
46155,1262,Established,12
46156,1985,Established,7
46157,1262,Established,12
46158,4700,Established,16
46159,4700,Established,10
46160,4700,Established,11
46161,4700,Established,11
46162,1262,Established,12
46163,1262,Established,12
46164,1262,Established,12
46165,5023,Established,3
46166,4377,Established,12
46167,4700,Established,10
46168,3662,Established,9
46169,1262,Established,12
46170,4807,Established,12
46171,1262,Established,12
46172,4700,Established,16
46173,4700,Established,11
46174,1262,Established,12
46175,56,Local,7
46176,4467,Established,12
46177,4700,Established,11
46178,4369,Established,12
46179,4514,Established,3
46180,56,Local,7
46181,4930,Established,12
46182,4541,Established,3
46183,56,Local,7
46184,1262,Established,12
46185,4813,Established,19
46186,1262,Established,12
46187,4492,Established,12
46188,4377,Established,12
46189,56,Local,7
46190,1262,Established,12
46191,4890,Established,12
46192,1262,Established,12
46193,1262,Established,12
46194,1262,Established,12
46195,4700,Established,11
46196,1262,Established,12
46197,1262,Established,12
46198,56,Local,7
46199,56,Local,12
46200,1262,Established,12
46201,56,Local,7
46202,56,Local,7
46203,4368,Established,12
46204,5309,Established,7
46205,1262,Established,12
46206,4700,Established,11
46207,1262,Established,12
46208,56,Local,7
46209,1262,Established,12
46210,4467,Established,12
46211,4514,Established,3
46212,4700,Established,11
46213,4700,Established,11
46214,56,Local,7
46215,4700,Established,11
46216,4700,Established,11
46217,56,Local,7
46218,4700,Established,3
46219,1262,Established,12
46220,5115,Established,2
46221,4700,Established,11
46222,4700,Established,11
46223,5079,Established,7
46224,1262,Established,12
46225,4712,Established,10
46226,4700,Established,11
46227,4890,Established,12
46228,4541,Established,3
46229,4700,Established,10
46230,4807,Established,12
46231,56,Local,7
46232,4700,Established,10
46233,4700,Established,10
46234,56,Local,7
46235,56,Local,2
46236,5115,Established,2
46237,56,Local,7
46238,4811,Established,12
46239,1262,Established,12
46240,56,Local,7
46241,56,Local,7
46242,4700,Established,11
46243,4890,Established,12
46244,1262,Established,12
46245,1262,Established,12
46246,56,Local,11
46247,4712,Established,10
46248,1262,Established,12
46249,5184,Established,12
46250,4700,Established,11
46251,4699,Established,7
46252,1262,Established,12
46253,4400,Established,12
46254,1128,Established,12
46255,3982,Established,13
46256,56,Local,7
46257,1262,Established,12
46258,1262,Established,12
46259,4700,Established,11
46260,56,Local,7
46261,4700,Established,3
46262,1262,Established,12
46263,4729,Established,2
46264,4700,Established,11
46265,4716,Established,7
46266,4404,Established,12
46267,4930,Established,12
46268,4548,Established,2
46269,4890,Established,12
46270,4409,Established,12
46271,4700,Established,11
46272,1262,Established,12
46273,5115,Established,2
46274,56,Local,10
46275,1262,Established,12
46276,4467,Established,12
46277,4700,Established,10
46278,4700,Established,16
46279,56,Local,12
46280,4700,Established,16
46281,5155,Established,7
46282,56,Local,7
46283,56,Local,7
46284,56,Local,7
46285,56,Local,7
46286,4700,Established,10
46287,56,Local,7
46288,56,Local,7
46289,1262,Established,12
46290,4406,Established,12
46291,1262,Established,12
46292,5380,Established,7
46293,2088,Established,12
46294,4700,Established,10
46295,4890,Established,12
46296,1262,Established,12
46297,4460,Established,12
46298,56,Local,7
46299,4930,Established,12
46300,4700,Established,11
46301,4700,Established,11
46302,1262,Established,12
46303,1262,Established,12
46304,2302,Established,7
46305,56,Local,7
46306,4700,Established,11
46307,2474,Established,12
46308,1262,Established,12
46309,1262,Established,12
46310,1262,Established,12
46311,4700,Established,11
46312,4700,Established,11
46313,4326,Established,12
46314,1262,Established,12
46315,1262,Established,12
46316,4548,Established,2
46317,1262,Established,12
46318,56,Local,7
46319,1262,Established,12
46320,1262,Established,12
46321,4890,Established,12
46322,1262,Established,12
46323,1262,Established,12
46324,4375,Established,12
46325,5265,Established,12
46326,4404,Established,12
46327,4571,Established,12
46328,4700,Established,11
46329,4712,Established,10
46330,1262,Established,12
46331,1262,Established,12
46332,4700,Established,11
46333,4700,Established,11
46334,4729,Established,2
46335,56,Local,7
46336,4974,Established,7
46337,56,Local,7
46338,4700,Established,11
46339,4467,Established,12
46340,4514,Established,3
46341,56,Local,11
46342,56,Local,7
46343,56,Local,12
46344,5188,Established,7
46345,1262,Established,12
46346,1262,Established,12
46347,4548,Established,2
46348,5075,Established,7
46349,4700,Established,16
46350,56,Local,7
46351,4700,Established,11
46352,56,Local,7
46353,4535,Established,3
46354,5309,Established,7
46355,56,Local,7
46356,4811,Established,12
46357,4930,Established,12
46358,56,Local,7
46359,4700,Established,7
46360,4700,Established,11
46361,4375,Established,12
46362,1262,Established,12
46363,4700,Established,3
46364,4700,Established,11
46365,4930,Established,12
46366,1262,Established,12
46367,5155,Established,7
46368,1262,Established,12
46369,4930,Established,12
46370,3428,Established,9
46371,56,Local,7
46372,4890,Established,12
46373,56,Local,7
46374,4700,Established,11
46375,4700,Established,11
46376,4890,Established,12
46377,4930,Established,12
46378,1262,Established,12
46379,4657,Established,12
46380,4700,Established,10
46381,4700,Established,11
46382,56,Local,11
46383,56,Local,7
46384,4700,Established,11
46385,1262,Established,12
46386,4700,Established,11
46387,1262,Established,12
46388,4700,Established,10
46389,56,Local,7
46390,2425,Established,13
46391,4930,Established,12
46392,56,Local,7
46393,4700,Established,11
46394,56,Local,7
46395,4974,Established,7
46396,56,Local,7
46397,4467,Established,12
46398,4143,Established,8
46399,4729,Established,2
46400,4700,Established,11
46401,4700,Established,7
46402,4700,Established,10
46403,4930,Established,12
46404,4878,Established,12
46405,56,Local,7
46406,4700,Established,11
46407,4797,Established,7
46408,56,Local,11
46409,4700,Established,11
46410,4519,Established,12
46411,1262,Established,12
46412,4763,Established,2
46413,4930,Established,12
46414,4700,Established,11
46415,56,Local,7
46416,56,Local,7
46417,4881,Established,12
46418,56,Local,12
46419,1262,Established,12
46420,1262,Established,12
46421,56,Local,12
46422,4890,Established,12
46423,4973,Established,7
46424,1262,Established,12
46425,4700,Established,11
46426,5214,Established,7
46427,4830,Established,12
46428,4968,Established,13
46429,4700,Established,11
46430,4377,Established,12
46431,1262,Established,12
46432,1262,Established,12
46433,4700,Established,16
46434,5313,Established,9
46435,4700,Established,11
46436,56,Local,7
46437,56,Local,3
46438,4930,Established,12
46439,4541,Established,3
46440,4930,Established,12
46441,5046,Established,12
46442,4700,Established,11
46443,4700,Established,10
46444,1262,Established,12
46445,4700,Established,11
46446,4712,Established,10
46447,5309,Established,7
46448,4700,Established,11
46449,4890,Established,12
46450,5077,Established,14
46451,4700,Established,10
46452,4541,Established,3
46453,5309,Established,7
46454,56,Local,7
46455,1262,Established,12
46456,4700,Established,11
46457,4700,Established,11
46458,56,Local,7
46459,4388,Established,12
46460,56,Local,7
46461,4700,Established,11
46462,4700,Established,3
46463,1262,Established,12
46464,4890,Established,12
46465,1262,Established,12
46466,4930,Established,12
46467,4700,Established,11
46468,4519,Established,12
46469,5405,Established,3
46470,4700,Established,11
46471,4467,Established,12
46472,1262,Established,12
46473,56,Local,12
46474,1262,Established,12
46475,1262,Established,12
46476,1677,Established,7
46477,4700,Established,11
46478,4904,Established,7
46479,1262,Established,12
46480,56,Local,7
46481,4700,Established,11
46482,5077,Established,14
46483,4700,Established,11
46484,4930,Established,12
46485,5096,Established,3
46486,4700,Established,11
46487,4970,Established,12
46488,4700,Established,7
46489,4700,Established,11
46490,4700,Established,11
46491,4890,Established,12
46492,4890,Established,12
46493,56,Local,7
46494,5387,Established,12
46495,1262,Established,12
46496,4700,Established,11
46497,5079,Established,7
46498,56,Local,7
46499,1684,Established,12
46500,1262,Established,12
46501,4890,Established,12
46502,4700,Established,11
46503,4878,Established,12
46504,4700,Established,11
46505,4700,Established,11
46506,4700,Established,11
46507,4729,Established,2
46508,1262,Established,12
46509,56,Local,7
46510,4700,Established,11
46511,56,Local,12
46512,4890,Established,12
46513,4930,Established,12
46514,4890,Established,12
46515,4890,Established,12
46516,56,Local,7
46517,4700,Established,11
46518,4700,Established,11
46519,1262,Established,12
46520,5174,Established,12
46521,1262,Established,12
46522,56,Local,2
46523,5039,Established,7
46524,4302,Established,12
46525,4564,Established,10
46526,4700,Established,11
46527,4700,Established,11
46528,5115,Established,2
46529,56,Local,12
46530,56,Local,7
46531,1262,Established,12
46532,4991,Established,3
46533,5231,Established,12
46534,1262,Established,12
46535,4700,Established,11
46536,56,Local,7
46537,56,Local,13
46538,4930,Established,12
46539,4700,Established,11
46540,5300,Established,12
46541,4890,Established,12
46542,56,Local,2
46543,4700,Established,10
46544,56,Local,12
46545,4803,Established,17
46546,56,Local,12
46547,4890,Established,12
46548,4700,Established,11
46549,4970,Established,12
46550,1262,Established,12
46551,56,Local,7
46552,1262,Established,12
46553,4700,Established,10
46554,56,Local,7
46555,56,Local,7
46556,4700,Established,11
46557,56,Local,7
46558,5220,Established,12
46559,4890,Established,12
46560,4924,Established,12
46561,5023,Established,3
46562,4890,Established,12
46563,56,Local,7
46564,4700,Established,10
46565,4700,Established,11
46566,56,Local,16
46567,56,Local,12
46568,4700,Established,16
46569,5220,Established,12
46570,56,Local,12
46571,4729,Established,2
46572,4700,Established,11
46573,5203,Established,7
46574,4700,Established,8
46575,4890,Established,12
46576,56,Local,7
46577,5421,Established,12
46578,4692,Established,12
46579,56,Local,7
46580,56,Local,7
46581,4683,Established,12
46582,56,Local,7
46583,3417,Established,13
46584,56,Local,3
46585,5075,Established,7
46586,56,Local,7
46587,4890,Established,12
46588,56,Local,7
46589,4700,Established,11
46590,56,Local,12
46591,1262,Established,12
46592,5039,Established,7
46593,46,Established,12
46594,5155,Established,7
46595,56,Local,7
46596,56,Local,7
46597,56,Local,7
46598,1262,Established,12
46599,5051,Established,7
46600,5300,Established,12
46601,56,Local,12
46602,4700,Established,11
46603,56,Local,3
46604,4970,Established,12
46605,4477,Established,7
46606,56,Local,2
46607,4890,Established,12
46608,56,Local,2
46609,56,Local,7
46610,5077,Established,14
46611,5184,Established,12
46612,56,Local,7
46613,1262,Established,12
46614,1262,Established,12
46615,4700,Established,16
46616,3292,Established,13
46617,56,Local,7
46618,4700,Established,11
46619,4700,Established,7
46620,5008,Established,7
46621,4930,Established,12
46622,56,Local,7
46623,56,Local,10
46624,5077,Established,14
46625,56,Local,7
46626,4700,Established,11
46627,56,Local,12
46628,5208,Established,12
46629,5077,Established,14
46630,4970,Established,12
46631,4700,Established,11
46632,56,Local,7
46633,1262,Established,12
46634,4700,Established,16
46635,1262,Established,12
46636,56,Local,7
46637,56,Local,7
46638,56,Local,12
46639,56,Local,7
46640,4558,Established,10
46641,56,Local,12
46642,56,Local,7
46643,56,Local,7
46644,46,Established,12
46645,4700,Established,11
46646,56,Local,7
46647,56,Local,7
46648,56,Local,7
46649,56,Local,2
46650,4890,Established,12
46651,4700,Established,16
46652,4700,Established,11
46653,4326,Established,12
46654,4700,Established,11
46655,56,Local,7
46656,4700,Established,16
46657,56,Local,7
46658,5225,Established,16
46659,4700,Established,11
46660,4700,Established,7
46661,56,Local,13
46662,56,Local,7
46663,5098,Established,12
46664,56,Local,13
46665,1262,Established,12
46666,56,Local,12
46667,3952,Established,13
46668,4700,Established,11
46669,4403,Established,12
46670,56,Local,7
46671,56,Local,7
46672,1262,Established,12
46673,5075,Established,7
46674,56,Local,12
46675,4700,Established,16
46676,56,Local,11
46677,56,Local,7
46678,56,Local,7
46679,5077,Established,14
46680,56,Local,13
46681,4973,Established,7
46682,4700,Established,16
46683,56,Local,7
46684,4657,Established,12
46685,4700,Established,7
46686,4930,Established,12
46687,56,Local,12
46688,56,Local,11
46689,56,Local,12
46690,5274,Established,12
46691,4890,Established,12
46692,56,Local,12
46693,56,Local,11
46694,56,Local,7
46695,1262,Established,12
46696,3297,Established,13
46697,56,Local,7
46698,56,Local,2
46699,4700,Established,11
46700,56,Local,16
46701,56,Local,7
46702,56,Local,7
46703,5238,Established,12
46704,56,Local,13
46705,56,Local,7
46706,56,Local,12
46707,56,Local,2
46708,4878,Established,12
46709,4700,Established,11
46710,56,Local,11
46711,56,Local,7
46712,56,Local,13
46713,56,Local,7
46714,4700,Established,11
46715,4930,Established,12
46716,56,Local,7
46717,4700,Established,16
46718,56,Local,7
46719,56,Local,7
46720,56,Local,12
46721,56,Local,7
46722,5350,Established,7
46723,56,Local,2
46724,4642,Established,13
46725,56,Local,7
46726,56,Local,12
